316.600000	-0.580000	1.490000	38.223493	119.121988	30.050000	
316.630000	-0.600000	1.490000	38.223493	119.121988	30.066000	
316.650000	-0.600000	1.480000	38.223493	119.121988	30.077000	
316.670000	-0.590000	1.480000	38.223493	119.121988	30.084000	
316.660000	-0.590000	1.490000	38.223493	119.121988	30.088000	
316.670000	-0.590000	1.490000	38.223493	119.121988	30.096000	
316.680000	-0.590000	1.490000	38.223493	119.121988	30.108000	
316.710000	-0.590000	1.480000	38.223493	119.121988	30.126000	
316.740000	-0.600000	1.480000	38.223493	119.121988	30.141000	
316.740000	-0.590000	1.500000	38.223493	119.121988	30.153000	
316.740000	-0.590000	1.500000	38.223493	119.121988	30.161000	
316.740000	-0.590000	1.490000	38.223493	119.121987	30.169000	
316.760000	-0.590000	1.470000	38.223493	119.121987	30.178000	
316.790000	-0.590000	1.460000	38.223493	119.121987	30.191000	
316.790000	-0.600000	1.460000	38.223493	119.121987	30.203000	
316.810000	-0.590000	1.480000	38.223492	119.121987	30.213000	
316.820000	-0.570000	1.500000	38.223492	119.121987	30.220000	
316.830000	-0.560000	1.500000	38.223492	119.121987	30.223000	
316.860000	-0.560000	1.480000	38.223492	119.121987	30.227000	
316.880000	-0.580000	1.470000	38.223492	119.121987	30.235000	
316.900000	-0.590000	1.480000	38.223492	119.121987	30.244000	
316.920000	-0.580000	1.510000	38.223492	119.121987	30.251000	
316.930000	-0.560000	1.500000	38.223492	119.121987	30.253000	
316.950000	-0.570000	1.490000	38.223492	119.121986	30.258000	
316.970000	-0.580000	1.480000	38.223492	119.121986	30.265000	
317.000000	-0.580000	1.490000	38.223491	119.121986	30.270000	
317.000000	-0.580000	1.500000	38.223491	119.121986	30.269000	
317.010000	-0.580000	1.490000	38.223491	119.121986	30.267000	
317.020000	-0.590000	1.480000	38.223491	119.121986	30.265000	
317.040000	-0.580000	1.470000	38.223491	119.121986	30.272000	
317.070000	-0.580000	1.490000	38.223491	119.121986	30.284000	
317.080000	-0.610000	1.500000	38.223491	119.121986	30.300000	
317.090000	-0.590000	1.510000	38.223490	119.121986	30.309000	
317.110000	-0.580000	1.500000	38.223490	119.121986	30.306000	
317.130000	-0.580000	1.470000	38.223490	119.121986	30.303000	
317.160000	-0.580000	1.480000	38.223490	119.121985	30.310000	
317.170000	-0.590000	1.500000	38.223490	119.121985	30.318000	
317.170000	-0.600000	1.500000	38.223489	119.121985	30.319000	
317.170000	-0.580000	1.480000	38.223489	119.121985	30.316000	
317.200000	-0.580000	1.460000	38.223489	119.121985	30.318000	
